session_id,timestamp,scenario,audio_rms,audio_peak,audio_zcr,audio_spectral_centroid_hz,audio_mfcc_mean,audio_anomaly,accel_magnitude_mean,accel_std,accel_max,jerk_mean,motion_anomaly,speed_kmh,route_deviation_m,distance_from_safe_zone_m,hour_of_day,night,minutes_since_checkin,incident_history,user_trigger,user_reported_unsafe,distress_label,label_source
RN-00669,2026-08-22T04:12:18,normal_night_walk,0.0693,0.2032,0.0555,1771.2,-23.587,0,4.402,1.01,6.718,2.845,0,3.99,37.4,234.4,4,1,55.5,1,0,0,0,controlled_simulation
RN-01418,2026-08-06T09:39:57,sudden_phone_drop,0.0641,0.2705,0.0574,1501.6,-32.505,0,12.973,5.288,24.264,15.966,1,5.72,31.7,59.4,9,0,26.5,0,0,0,0,controlled_simulation
RN-01872,2026-08-02T23:50:59,simulated_distress_combined,0.3448,0.9335,0.1565,3092.2,-13.869,1,20.996,7.956,34.689,24.268,1,9.05,550.3,415.4,23,1,132.9,2,0,1,1,controlled_simulation
RN-01300,2026-08-07T14:43:49,minor_route_deviation,0.033,0.04,0.0613,1410.1,-11.052,0,3.235,1.065,6.964,2.543,0,5.44,90.1,219.6,14,0,31.7,0,0,0,0,controlled_simulation
RN-00448,2026-08-04T03:54:15,normal_night_walk,0.0702,0.2317,0.1122,2194.2,-21.467,0,3.684,1.126,6.451,2.022,0,3.97,17.5,67.2,3,1,40.0,1,0,0,0,controlled_simulation
RN-00554,2026-08-11T21:21:25,normal_night_walk,0.0586,0.1878,0.1077,2405.0,-19.465,0,4.711,0.881,10.063,2.119,0,4.68,29.0,92.3,21,0,33.5,1,0,0,0,controlled_simulation
RN-00179,2026-08-31T13:15:51,normal_day_walk,0.0682,0.1335,0.1044,1780.2,-10.845,0,2.259,0.901,6.258,3.943,0,5.14,15.6,238.6,13,0,35.4,0,0,0,0,controlled_simulation
RN-00391,2026-08-15T19:11:08,normal_day_walk,0.0687,0.1817,0.0768,1854.6,-13.677,0,2.932,1.089,9.288,2.205,0,3.75,38.8,111.6,19,0,25.4,0,0,0,0,controlled_simulation
RN-00579,2026-08-24T00:09:28,normal_night_walk,0.0662,0.196,0.0814,2062.3,-18.487,0,1.954,1.208,6.395,3.254,0,6.4,36.0,20.0,0,1,60.0,0,0,0,0,controlled_simulation
RN-01478,2026-08-28T16:27:48,sudden_phone_drop,0.0496,0.2322,0.1183,1628.5,-11.312,0,17.058,5.16,23.472,15.998,1,6.0,20.4,266.3,16,0,19.6,0,0,0,0,controlled_simulation
RN-01707,2026-08-27T21:45:43,simulated_help_call,0.3414,0.7843,0.1702,2957.3,-5.469,1,3.738,1.541,6.056,5.688,0,5.51,351.2,296.6,21,0,61.7,1,0,0,1,controlled_simulation
RN-01288,2026-08-13T13:17:11,minor_route_deviation,0.0366,0.168,0.0361,870.0,-12.19,0,4.226,1.128,9.705,4.559,0,6.09,184.1,278.2,13,0,37.6,0,0,0,0,controlled_simulation
RN-01645,2026-08-27T04:01:41,suspicious_night_deviation,0.0293,0.1982,0.0494,1843.4,-24.598,0,3.76,0.393,4.938,4.227,0,3.98,519.8,250.0,4,1,108.5,0,0,0,0,controlled_simulation
RN-01024,2026-08-11T08:11:20,exercise_running,0.025,0.3029,0.0857,1428.1,-13.796,0,5.959,1.922,14.724,9.198,0,9.46,0.0,78.8,8,0,1.0,0,0,0,0,controlled_simulation
RN-00821,2026-08-25T17:26:42,normal_commute,0.0484,0.0606,0.0887,1423.5,-19.656,0,1.157,1.827,8.117,2.299,0,12.35,0.0,247.1,17,0,30.6,0,0,0,0,controlled_simulation
RN-01825,2026-08-31T12:31:46,simulated_fall,0.0415,0.2464,0.0672,1358.4,-11.119,0,14.099,7.155,37.664,22.453,1,9.11,46.5,55.6,12,0,83.1,0,0,1,1,controlled_simulation
RN-00985,2026-08-16T19:20:55,exercise_running,0.087,0.3195,0.0834,1266.6,-30.41,0,9.043,3.22,12.345,5.892,0,9.14,4.5,346.1,19,0,8.0,2,0,0,0,controlled_simulation
RN-01339,2026-08-26T22:04:39,minor_route_deviation,0.0323,0.2066,0.0849,1916.1,-21.262,0,3.271,0.624,8.017,3.23,0,3.89,156.6,174.4,22,1,34.4,0,0,0,0,controlled_simulation
RN-00665,2026-08-25T00:50:33,normal_night_walk,0.0342,0.1842,0.1044,1985.0,-14.815,0,3.476,0.6,9.02,3.917,0,5.17,54.8,149.8,0,1,6.8,0,0,0,0,controlled_simulation
RN-00143,2026-08-09T08:25:29,normal_day_walk,0.0625,0.1037,0.048,2698.8,-20.733,0,3.768,1.418,7.754,0.4,0,6.1,15.0,5.0,8,0,16.8,0,0,0,0,controlled_simulation
RN-01517,2026-08-13T22:24:22,suspicious_night_deviation,0.083,0.1023,0.0989,2168.5,-15.099,0,3.432,0.955,7.714,4.078,0,2.7,267.3,701.5,22,1,82.3,1,0,0,0,controlled_simulation
RN-01430,2026-08-29T16:37:18,sudden_phone_drop,0.0857,0.2596,0.078,2585.9,-22.099,0,14.795,3.004,19.796,13.663,1,5.44,0.1,170.8,16,0,17.4,0,0,0,0,controlled_simulation
RN-00865,2026-08-09T17:11:49,normal_commute,0.0438,0.1269,0.0705,2219.0,-13.76,0,2.764,1.355,5.634,2.935,0,6.99,43.8,51.4,17,0,31.0,0,0,0,0,controlled_simulation
RN-00422,2026-08-19T04:46:31,normal_night_walk,0.0542,0.2861,0.0221,2349.6,-19.068,0,4.21,0.895,4.706,3.552,0,2.94,0.0,271.8,4,1,1.0,1,0,0,0,controlled_simulation
RN-00637,2026-08-22T23:21:31,normal_night_walk,0.0674,0.0781,0.0647,2173.2,-10.414,0,2.784,0.677,6.29,4.501,0,8.58,21.6,279.4,23,1,15.3,0,0,0,0,controlled_simulation
RN-01407,2026-08-06T18:43:02,sudden_phone_drop,0.0185,0.256,0.0712,1374.2,-9.44,0,12.994,5.775,18.704,18.664,1,4.02,1.3,207.9,18,0,49.5,0,0,0,0,controlled_simulation
RN-00800,2026-08-22T18:59:22,normal_commute,0.0766,0.2318,0.0862,2389.4,-13.111,0,1.677,1.261,7.142,3.045,0,17.65,16.9,149.0,18,0,22.0,1,0,0,0,controlled_simulation
RN-01404,2026-08-30T12:21:21,sudden_phone_drop,0.0684,0.2178,0.0745,1642.8,-20.002,0,9.567,3.164,23.428,9.0,1,4.21,39.9,72.1,12,0,1.0,1,0,0,0,controlled_simulation
RN-00616,2026-08-07T21:09:46,normal_night_walk,0.0405,0.1631,0.0711,2207.6,-20.641,0,3.796,1.541,4.788,2.283,0,5.32,0.8,228.3,21,0,4.6,1,0,0,0,controlled_simulation
RN-00295,2026-08-15T11:43:30,normal_day_walk,0.0749,0.2005,0.0979,1807.7,-12.604,0,3.439,0.84,7.258,3.433,0,2.69,0.0,122.4,11,0,14.3,0,0,0,0,controlled_simulation
RN-00924,2026-08-02T17:26:24,normal_commute,0.0568,0.103,0.0883,1359.2,-20.789,0,3.106,1.01,11.029,1.727,0,16.73,24.9,5.0,17,0,31.8,0,0,0,0,controlled_simulation
RN-01269,2026-08-07T08:31:29,minor_route_deviation,0.0688,0.1814,0.116,1397.6,-13.71,0,2.24,1.269,9.57,5.656,0,5.93,141.5,123.3,8,0,26.3,0,0,0,0,controlled_simulation
RN-01903,2026-08-12T23:16:58,simulated_distress_combined,0.3023,0.8647,0.206,2602.0,-12.555,1,22.874,7.662,30.748,22.812,1,2.65,642.3,829.9,23,1,45.0,1,0,1,1,controlled_simulation
RN-00089,2026-08-05T12:28:13,normal_day_walk,0.0667,0.1794,0.1115,2465.6,-22.261,0,3.662,0.953,11.959,1.118,0,4.12,9.9,202.5,12,0,29.6,0,0,0,0,controlled_simulation
RN-00042,2026-08-03T07:53:54,normal_day_walk,0.0768,0.1573,0.078,1082.5,-26.078,0,1.677,1.094,5.695,2.589,0,6.06,22.5,61.8,7,0,28.2,0,0,0,0,controlled_simulation
RN-01802,2026-08-07T10:09:32,simulated_fall,0.0997,0.1783,0.0608,1662.5,-23.015,0,23.883,3.43,31.742,25.906,1,1.99,271.4,210.1,10,0,73.0,0,0,0,1,controlled_simulation
RN-01934,2026-08-11T13:25:37,manual_sos_simulation,0.0538,0.2115,0.1063,2054.4,-15.056,0,4.194,1.527,6.255,1.964,0,1.67,326.6,185.8,13,0,61.2,2,1,1,1,controlled_simulation
RN-00132,2026-08-24T06:08:02,normal_day_walk,0.0567,0.2349,0.0864,1078.5,-21.569,0,3.984,0.818,3.884,4.852,0,5.35,26.8,151.9,6,0,39.7,0,0,0,0,controlled_simulation
RN-01002,2026-08-22T12:03:21,exercise_running,0.0776,0.3468,0.1366,1830.0,-17.495,0,6.337,2.401,13.981,6.14,0,12.21,37.6,70.6,12,0,36.8,1,0,0,0,controlled_simulation
RN-01158,2026-08-15T19:43:12,social_shout_laughter,0.2219,0.7303,0.1869,3457.9,-27.336,1,3.521,1.092,5.1,0.4,0,3.29,13.6,357.4,19,0,19.4,0,0,0,0,controlled_simulation
RN-01095,2026-08-02T06:55:57,exercise_running,0.1112,0.08,0.0813,1836.8,-23.108,0,6.456,2.997,15.288,6.623,0,12.85,5.5,192.8,6,0,28.6,1,0,0,0,controlled_simulation
RN-01855,2026-08-24T01:51:58,simulated_distress_combined,0.2657,0.9079,0.2295,3129.8,-12.88,1,19.887,6.438,31.823,24.334,1,9.4,684.5,511.3,1,1,92.5,0,0,1,1,controlled_simulation
RN-01345,2026-08-03T11:22:20,minor_route_deviation,0.0688,0.1865,0.0671,1597.3,-21.493,0,2.561,1.163,7.387,4.699,0,7.45,215.4,179.3,11,0,10.2,0,0,0,0,controlled_simulation
RN-01499,2026-08-15T22:34:25,suspicious_night_deviation,0.0458,0.218,0.0802,1358.5,-21.248,0,1.865,1.594,8.436,3.415,0,4.82,463.4,415.7,22,1,62.5,0,0,0,0,controlled_simulation
RN-00165,2026-08-15T14:44:40,normal_day_walk,0.0848,0.1321,0.0761,2458.9,-10.669,0,2.585,1.638,7.923,2.338,0,3.78,17.9,223.7,14,0,11.1,0,0,0,0,controlled_simulation
RN-00725,2026-08-29T18:11:57,normal_commute,0.077,0.2065,0.079,1766.4,-22.793,0,4.298,0.865,5.854,3.019,0,25.19,18.5,104.6,18,0,27.5,0,0,0,0,controlled_simulation
RN-00291,2026-08-20T10:11:28,normal_day_walk,0.0692,0.1311,0.0506,1991.0,-23.997,0,2.27,0.484,4.37,1.924,0,6.52,43.8,175.0,10,0,15.3,0,0,0,0,controlled_simulation
RN-01209,2026-08-28T15:03:55,social_shout_laughter,0.1851,0.8258,0.1581,3829.0,-20.95,1,2.577,0.981,2.5,2.86,0,2.97,36.1,88.5,15,0,41.6,0,0,0,0,controlled_simulation
RN-01589,2026-08-22T01:25:55,suspicious_night_deviation,0.0431,0.1638,0.074,2135.6,-14.155,0,2.698,0.78,5.62,4.224,0,4.52,458.0,648.3,1,1,119.1,0,0,0,0,controlled_simulation
RN-01897,2026-08-13T03:00:41,simulated_distress_combined,0.4007,0.9409,0.1894,3990.1,-13.129,1,27.093,4.83,34.663,33.499,1,9.38,253.5,479.4,3,1,108.9,3,0,1,1,controlled_simulation
RN-01642,2026-08-31T23:38:07,suspicious_night_deviation,0.0544,0.2896,0.1069,2045.2,-11.606,0,3.961,1.099,8.305,2.878,0,5.34,323.3,563.9,23,1,145.0,0,0,0,0,controlled_simulation
RN-01362,2026-08-14T16:33:05,minor_route_deviation,0.0469,0.0902,0.1008,1045.9,-22.131,0,2.163,1.608,7.803,0.919,0,6.72,133.7,527.2,16,0,40.3,0,0,0,0,controlled_simulation
RN-00779,2026-08-17T17:27:58,normal_commute,0.052,0.1372,0.0615,2797.4,-14.258,0,1.441,1.402,6.4,6.55,0,11.83,29.2,237.2,17,0,58.8,0,0,0,0,controlled_simulation
RN-00840,2026-08-18T18:44:48,normal_commute,0.0753,0.1901,0.0971,1931.7,-18.214,0,2.681,1.015,5.568,4.269,0,5.22,0.0,151.8,18,0,6.9,0,0,0,0,controlled_simulation
RN-00349,2026-08-06T20:35:54,normal_day_walk,0.0436,0.1679,0.0464,2581.2,-5.554,0,3.348,1.186,8.487,2.305,0,3.19,28.1,125.8,20,0,35.1,0,0,0,0,controlled_simulation
RN-01945,2026-08-11T02:34:44,manual_sos_simulation,0.0185,0.1669,0.0575,1955.3,-5.781,0,2.272,1.147,8.866,2.739,0,7.08,0.0,384.9,2,1,41.4,0,1,1,1,controlled_simulation
RN-00572,2026-08-01T20:01:28,normal_night_walk,0.0377,0.2059,0.0827,1091.7,-14.533,0,2.148,1.355,7.471,0.807,0,5.23,49.8,287.1,20,0,7.8,0,0,0,0,controlled_simulation
RN-00918,2026-08-15T17:31:08,normal_commute,0.0534,0.1929,0.1095,2134.3,-23.935,0,3.904,1.196,8.828,2.851,0,25.35,33.4,148.8,17,0,2.9,0,0,0,0,controlled_simulation
RN-00977,2026-08-26T20:05:10,exercise_running,0.0742,0.1615,0.0777,1433.1,-10.296,0,6.318,3.052,11.725,7.298,0,11.3,33.8,219.7,20,0,44.6,0,0,0,0,controlled_simulation
RN-01914,2026-08-30T01:33:54,simulated_distress_combined,0.2922,0.9042,0.2408,4034.9,-7.79,1,19.566,7.063,29.086,33.387,1,7.31,394.2,762.8,1,1,93.0,0,0,1,1,controlled_simulation
RN-01469,2026-08-16T06:56:26,sudden_phone_drop,0.0657,0.04,0.0629,2172.0,-24.015,0,14.588,3.063,23.433,12.878,1,4.86,17.4,21.8,6,0,27.7,0,0,0,0,controlled_simulation
RN-01592,2026-08-16T04:04:31,suspicious_night_deviation,0.0455,0.1822,0.1204,1868.8,-24.676,0,1.516,1.431,7.537,1.722,0,3.95,582.6,374.6,4,1,73.6,1,0,0,0,controlled_simulation
RN-01318,2026-08-17T08:51:13,minor_route_deviation,0.0453,0.1586,0.1087,1709.5,-12.636,0,2.464,1.506,2.5,2.396,0,7.25,228.9,258.8,8,0,12.3,0,0,0,0,controlled_simulation
RN-01845,2026-08-31T21:27:49,simulated_distress_combined,0.2539,0.8254,0.1768,3848.8,-13.975,1,24.672,5.666,27.917,17.546,1,7.35,428.7,692.6,21,0,88.7,0,0,1,1,controlled_simulation
RN-00137,2026-08-10T11:47:56,normal_day_walk,0.061,0.1836,0.133,1955.5,-27.312,0,3.633,1.278,8.706,2.552,0,3.47,2.9,113.0,11,0,3.1,1,0,0,0,controlled_simulation
RN-00459,2026-08-16T21:24:24,normal_night_walk,0.0828,0.0763,0.0654,700.0,-16.795,0,2.38,2.082,6.954,0.731,0,6.63,34.1,88.8,21,0,28.3,1,0,0,0,controlled_simulation
RN-00376,2026-08-22T08:39:11,normal_day_walk,0.0677,0.04,0.0676,894.3,-13.389,0,3.711,1.044,6.537,3.217,0,2.48,7.5,274.9,8,0,21.3,0,0,0,0,controlled_simulation
RN-01343,2026-08-28T17:37:54,minor_route_deviation,0.0476,0.1755,0.0507,2339.7,-27.184,0,3.098,0.957,8.266,3.515,0,6.41,120.0,376.4,17,0,33.7,1,0,0,0,controlled_simulation
RN-00334,2026-08-23T12:44:32,normal_day_walk,0.0518,0.1781,0.0863,2162.6,-25.633,0,4.165,1.366,10.16,0.682,0,6.28,4.2,47.0,12,0,33.9,0,0,0,0,controlled_simulation
RN-01160,2026-08-05T16:01:10,social_shout_laughter,0.2357,0.9422,0.1131,1305.9,-18.432,1,4.131,0.878,8.911,3.612,0,3.1,27.9,205.0,16,0,1.0,0,0,0,0,controlled_simulation
RN-01761,2026-08-24T19:36:07,simulated_fall,0.1139,0.3442,0.0846,2481.9,-16.352,0,15.729,5.84,32.38,23.001,1,0.81,170.8,101.7,19,0,54.1,0,0,1,1,controlled_simulation
RN-01458,2026-08-08T18:40:21,sudden_phone_drop,0.0517,0.1453,0.1012,2342.6,-17.021,0,10.872,4.593,18.702,17.969,1,1.36,7.1,158.0,18,0,34.9,0,0,0,0,controlled_simulation
RN-00817,2026-08-03T07:45:35,normal_commute,0.0368,0.2135,0.0825,1768.3,-12.649,0,3.657,1.184,8.051,2.865,0,31.37,28.2,256.1,7,0,18.0,0,0,0,0,controlled_simulation
RN-01115,2026-08-02T14:32:54,exercise_running,0.0808,0.3663,0.0688,2827.1,-8.878,0,5.205,3.257,14.547,5.928,0,13.27,31.9,195.5,14,0,32.0,2,0,0,0,controlled_simulation
RN-01006,2026-08-01T18:48:21,exercise_running,0.0951,0.3023,0.0931,1880.4,-9.154,0,5.574,2.273,13.609,3.817,0,8.79,2.7,199.0,18,0,35.9,0,0,0,0,controlled_simulation
RN-01857,2026-08-15T03:03:42,simulated_distress_combined,0.3065,0.7768,0.2344,3693.8,-8.536,1,14.365,7.544,32.69,25.604,1,11.56,256.8,670.1,3,1,86.5,1,0,1,1,controlled_simulation
RN-01955,2026-08-30T00:25:32,manual_sos_simulation,0.0353,0.2662,0.1119,1756.3,-21.211,0,3.588,1.173,10.266,2.236,0,5.82,90.8,587.8,0,1,83.5,1,1,1,1,controlled_simulation
RN-01851,2026-08-16T04:01:48,simulated_distress_combined,0.3404,0.9142,0.2308,3552.6,-8.15,1,22.908,5.129,31.284,33.606,1,8.52,477.6,836.3,4,1,120.9,3,0,1,1,controlled_simulation
RN-00911,2026-08-25T19:47:52,normal_commute,0.0491,0.1434,0.0826,2100.1,-17.059,0,2.13,0.522,6.653,2.683,0,16.46,8.5,187.0,19,0,8.5,1,0,0,0,controlled_simulation
RN-01930,2026-08-06T10:25:24,manual_sos_simulation,0.0386,0.2862,0.1042,2194.4,-17.347,0,2.921,0.874,7.863,1.913,0,5.22,190.0,124.6,10,0,46.9,1,1,1,1,controlled_simulation
RN-01126,2026-08-21T08:52:15,social_shout_laughter,0.196,0.8354,0.1363,2400.8,-23.775,1,2.869,0.884,10.216,4.174,0,6.3,20.0,171.0,8,0,24.2,0,0,0,0,controlled_simulation
RN-00329,2026-08-21T16:23:47,normal_day_walk,0.0918,0.1362,0.0754,2232.0,-21.494,0,2.985,0.791,8.172,2.116,0,4.44,30.2,5.0,16,0,15.3,0,0,0,0,controlled_simulation
RN-01248,2026-08-15T19:01:00,social_shout_laughter,0.2196,0.4982,0.1819,2458.1,-23.536,1,3.757,1.226,4.944,1.682,0,5.98,25.1,5.0,19,0,49.0,0,0,0,0,controlled_simulation
RN-00319,2026-08-22T09:38:01,normal_day_walk,0.05,0.2667,0.0629,1407.2,-21.193,0,3.235,1.245,7.64,4.017,0,7.2,11.3,135.6,9,0,59.4,0,0,0,0,controlled_simulation
RN-01690,2026-08-14T04:56:44,simulated_help_call,0.2672,0.762,0.2412,2233.4,-10.372,1,5.148,1.177,7.167,2.976,0,2.95,347.5,370.2,4,1,30.0,0,0,1,1,controlled_simulation
RN-01359,2026-08-13T07:01:32,minor_route_deviation,0.0322,0.1695,0.1242,2022.5,-19.841,0,2.48,1.342,7.448,2.728,0,5.4,103.7,120.1,7,0,17.3,0,0,0,0,controlled_simulation
RN-01733,2026-08-11T02:23:18,simulated_help_call,0.3022,0.7397,0.1997,4126.3,-4.651,1,3.318,1.158,5.956,4.755,0,3.62,317.3,375.0,2,1,30.0,0,0,1,1,controlled_simulation
RN-00168,2026-08-06T13:15:42,normal_day_walk,0.0501,0.1786,0.0921,1742.2,-16.173,0,2.61,1.342,10.372,2.443,0,2.43,12.1,150.7,13,0,17.8,0,0,0,0,controlled_simulation
RN-00013,2026-08-19T12:45:34,normal_day_walk,0.0549,0.1686,0.0287,1828.1,-22.216,0,3.504,1.593,7.681,3.773,0,3.01,5.5,197.9,12,0,17.9,0,0,0,0,controlled_simulation
RN-01927,2026-08-28T09:22:34,manual_sos_simulation,0.0763,0.1714,0.0883,1871.8,-19.361,0,2.989,1.763,6.08,2.801,0,5.95,260.7,585.3,9,0,75.2,1,1,1,1,controlled_simulation
RN-00172,2026-08-29T15:36:03,normal_day_walk,0.0316,0.3009,0.0741,2956.2,-11.04,0,2.784,1.091,6.694,1.867,0,4.69,43.8,26.2,15,0,3.9,0,0,0,0,controlled_simulation
RN-00650,2026-08-21T23:15:10,normal_night_walk,0.0664,0.2038,0.0984,1497.9,-25.333,0,2.828,1.113,7.829,3.48,0,5.49,0.0,147.6,23,1,57.0,0,0,0,0,controlled_simulation
RN-01062,2026-08-21T21:25:15,exercise_running,0.0295,0.2642,0.0585,2132.0,-16.929,0,8.155,1.95,11.347,4.286,0,12.32,4.2,207.2,21,0,1.0,0,0,0,0,controlled_simulation
RN-00261,2026-08-15T08:50:01,normal_day_walk,0.0479,0.2818,0.089,2452.2,-12.738,0,3.538,0.806,6.13,2.328,0,5.17,45.9,129.5,8,0,1.0,1,0,0,0,controlled_simulation
RN-01367,2026-08-01T13:03:40,minor_route_deviation,0.0615,0.1735,0.0594,1633.7,-19.006,0,2.655,1.36,8.084,0.503,0,1.81,184.2,600.0,13,0,31.5,1,0,0,0,controlled_simulation
RN-01549,2026-08-25T03:56:26,suspicious_night_deviation,0.0784,0.1832,0.1032,2048.6,-7.577,0,4.219,1.225,7.476,1.804,0,4.99,519.4,456.4,3,1,95.6,1,0,0,0,controlled_simulation
RN-00902,2026-08-18T08:36:13,normal_commute,0.0599,0.1807,0.0858,1197.8,-17.637,0,2.036,0.74,4.798,2.822,0,11.58,13.7,165.1,8,0,35.1,1,0,0,0,controlled_simulation
RN-00673,2026-08-19T04:40:01,normal_night_walk,0.0893,0.1134,0.0672,1302.1,-27.852,0,4.172,0.696,8.81,3.85,0,4.38,12.8,232.6,4,1,19.8,1,0,0,0,controlled_simulation
RN-00259,2026-08-07T18:29:09,normal_day_walk,0.0423,0.1286,0.0987,1810.3,-12.95,0,2.619,1.356,5.5,3.428,0,3.54,9.5,241.4,18,0,42.5,0,0,0,0,controlled_simulation
RN-00845,2026-08-09T08:55:39,normal_commute,0.0553,0.149,0.0619,2319.8,-14.149,0,3.144,0.833,6.34,2.267,0,12.41,3.5,181.8,8,0,18.0,0,0,0,0,controlled_simulation
RN-00868,2026-08-12T13:47:32,normal_commute,0.0871,0.2941,0.0744,2279.4,-22.442,0,2.466,1.043,6.001,2.766,0,8.37,6.5,185.1,13,0,16.1,0,0,0,0,controlled_simulation
RN-01800,2026-08-29T14:52:47,simulated_fall,0.1222,0.3528,0.0641,1783.4,-21.317,0,15.199,3.619,31.016,19.636,1,4.01,102.9,15.6,14,0,65.6,0,0,1,1,controlled_simulation
RN-00139,2026-08-24T22:01:07,normal_day_walk,0.0468,0.2106,0.1123,2650.2,-22.332,0,3.75,0.948,9.081,4.176,0,5.16,26.5,237.3,22,1,19.7,0,0,0,0,controlled_simulation
RN-00894,2026-08-14T08:48:48,normal_commute,0.0447,0.192,0.0935,2508.2,-23.357,0,3.92,0.814,5.518,3.028,0,25.05,60.5,157.5,8,0,12.4,0,0,0,0,controlled_simulation
RN-01838,2026-08-12T11:45:33,simulated_fall,0.0977,0.501,0.0979,1496.7,-16.888,0,16.964,4.961,32.421,30.873,1,0.13,159.6,106.4,11,0,33.1,1,0,0,1,controlled_simulation
RN-00550,2026-08-18T04:32:50,normal_night_walk,0.0501,0.1602,0.0653,1083.0,-25.857,0,4.887,0.962,8.188,2.308,0,4.06,24.8,287.6,4,1,11.7,0,0,0,0,controlled_simulation
RN-00320,2026-08-29T11:20:33,normal_day_walk,0.0915,0.2013,0.0737,2334.1,-6.441,0,3.632,0.631,7.498,3.611,0,7.35,4.3,73.9,11,0,1.0,0,0,0,0,controlled_simulation
RN-01527,2026-08-17T04:47:05,suspicious_night_deviation,0.1063,0.1263,0.0547,1791.2,-8.661,0,4.106,0.767,9.046,3.834,0,5.07,322.3,584.3,4,1,83.9,0,0,0,0,controlled_simulation
RN-01806,2026-08-16T09:46:26,simulated_fall,0.1025,0.2761,0.0999,1678.0,-23.407,0,16.715,4.818,30.095,28.83,1,8.79,192.8,79.1,9,0,26.1,0,0,0,1,controlled_simulation
RN-01178,2026-08-10T07:43:13,social_shout_laughter,0.1158,0.6758,0.1585,2685.4,-8.473,1,5.029,1.232,9.369,3.594,0,7.61,0.0,66.5,7,0,39.9,1,0,0,0,controlled_simulation
RN-00559,2026-08-09T05:58:43,normal_night_walk,0.0784,0.4063,0.0569,1282.6,-18.316,0,4.298,0.902,8.76,3.808,0,4.96,34.1,20.0,5,0,22.1,0,0,0,0,controlled_simulation
RN-00140,2026-08-16T06:01:11,normal_day_walk,0.0565,0.1244,0.1346,1974.8,-15.575,0,2.21,1.182,7.802,3.695,0,3.83,0.0,148.3,6,0,11.2,1,0,0,0,controlled_simulation
RN-01735,2026-08-02T23:21:32,simulated_help_call,0.3126,0.8922,0.2141,2996.8,-16.999,1,4.384,0.969,8.387,4.622,0,4.14,294.7,401.2,23,1,80.9,0,0,1,1,controlled_simulation
RN-00532,2026-08-10T00:28:51,normal_night_walk,0.0545,0.04,0.1016,1634.0,-17.724,0,1.559,1.099,11.441,2.162,0,3.59,16.8,111.0,0,1,31.6,2,0,0,0,controlled_simulation
RN-00225,2026-08-13T21:50:36,normal_day_walk,0.0583,0.219,0.0785,1989.1,-7.838,0,1.996,1.326,11.609,3.094,0,4.92,9.5,5.0,21,0,31.1,0,0,0,0,controlled_simulation
RN-00724,2026-08-20T07:48:21,normal_commute,0.0692,0.2639,0.1027,1877.3,-16.163,0,3.189,1.142,4.067,2.141,0,31.15,17.3,306.3,7,0,13.2,0,0,0,0,controlled_simulation
RN-00787,2026-08-18T13:50:18,normal_commute,0.0625,0.1816,0.0908,1965.2,-17.907,0,4.233,1.885,9.33,3.247,0,30.99,11.5,191.8,13,0,51.9,0,0,0,0,controlled_simulation
RN-01718,2026-08-02T02:26:56,simulated_help_call,0.2149,0.8495,0.2025,3501.5,-12.567,1,4.029,1.075,8.06,4.864,0,3.96,366.6,714.8,2,1,114.1,0,0,1,1,controlled_simulation
RN-01008,2026-08-17T08:24:22,exercise_running,0.0584,0.3089,0.0535,1415.8,-12.379,0,5.56,2.504,11.904,6.157,0,11.06,10.7,86.8,8,0,1.0,0,0,0,0,controlled_simulation
RN-00410,2026-08-18T12:28:58,normal_day_walk,0.0748,0.2444,0.0724,2368.7,-10.143,0,3.538,1.545,2.808,2.651,0,6.36,33.0,194.8,12,0,28.8,1,0,0,0,controlled_simulation
RN-00326,2026-08-11T14:45:19,normal_day_walk,0.0591,0.2232,0.0928,1997.4,-15.149,0,3.199,1.139,5.41,3.128,0,4.86,17.2,409.7,14,0,5.6,0,0,0,0,controlled_simulation
RN-01766,2026-08-10T18:41:56,simulated_fall,0.0836,0.3251,0.0688,1910.4,-22.89,0,19.519,3.0,28.789,24.801,1,6.82,167.0,128.2,18,0,92.1,2,0,0,1,controlled_simulation
RN-00300,2026-08-11T12:37:53,normal_day_walk,0.0586,0.04,0.0587,1262.3,-18.357,0,2.894,1.329,7.026,3.858,0,3.22,32.8,5.2,12,0,53.8,0,0,0,0,controlled_simulation
RN-01263,2026-08-16T15:50:31,minor_route_deviation,0.0534,0.2301,0.0967,2090.3,-15.796,0,3.213,0.918,6.925,4.43,0,7.1,76.8,280.0,15,0,9.5,0,0,0,0,controlled_simulation
RN-01946,2026-08-30T16:15:38,manual_sos_simulation,0.0753,0.1375,0.0894,2196.3,-10.956,0,3.245,1.526,9.566,4.629,0,6.08,302.9,28.0,16,0,15.5,0,1,1,1,controlled_simulation
RN-00026,2026-08-08T10:40:48,normal_day_walk,0.0644,0.1614,0.0429,799.9,-21.391,0,3.094,1.39,3.514,1.444,0,4.68,20.8,213.8,10,0,17.9,0,0,0,0,controlled_simulation
RN-01859,2026-08-22T23:01:10,simulated_distress_combined,0.3309,0.8579,0.1864,3225.4,-9.534,1,19.407,6.091,27.772,22.376,1,10.5,250.0,865.5,23,1,86.0,2,0,1,1,controlled_simulation
RN-00715,2026-08-24T17:01:53,normal_commute,0.0565,0.302,0.0691,1943.9,-20.529,0,3.328,1.115,7.706,2.739,0,17.13,10.8,187.7,17,0,20.1,0,0,0,0,controlled_simulation
